номер,обоснование,наименование,ед_изм,кол_на_ед,коэф1,всего_коэф,база_ед,индекс,тек_ед,коэф2,всего_руб,row_index,раздел,вид_работ,тип_работы,категория
,01.7.03.04-0001,Электроэнергия,кВт-ч,2.45,,0.735,,,8.46,,6.22,1449,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,материалы,монтажные работы
,,Итого прямые затраты,,,,,,,,,203.27,1450,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,,монтажные работы
,,ФОТ,,,,,,,,,197.05,1451,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,,монтажные работы
,Пр/812-016.0-1,"НР Сантехнические работы - внутренние (трубопроводы, водопровод, канализация, отопление, газоснабжение, вентиляция и кондиционирование воздуха)",%,121.0,,121.0,,,,,238.43,1452,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,,монтажные работы
,Пр/774-016,"СП Сантехнические работы - внутренние (трубопроводы, водопровод, канализация, отопление, газоснабжение, вентиляция и кондиционирование воздуха)",%,72.0,,72.0,,,,,141.88,1453,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,,монтажные работы
,,Всего по позиции,,,,,,,1945.27,,583.58,1454,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,,монтажные работы
171,ФСБЦ-24.3.02.05-0021,"Трубы полипропиленовые ПП-Р, номинальное давление 2,0 МПа, номинальный наружный диаметр 20 мм",м,6.56,1.0,6.56,39.09,1.14,44.56,,292.31,1455,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,материалы,монтажные работы
,,"(Сантехнические работы - внутренние (трубопроводы, водопровод, канализация, отопление, газоснабжение, вентиляция и кондиционирование воздуха))",,,,,,,,,,1456,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,,монтажные работы
,,Всего по позиции,,,,,,,,,292.31,1457,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,,монтажные работы
172,ФСБЦ-24.3.05.15-0191,"Тройник полипропиленовый, диаметр 20 мм",шт,2.0,1.0,2.0,5.03,1.14,5.73,,11.46,1458,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,материалы,монтажные работы
,,"(Сантехнические работы - внутренние (трубопроводы, водопровод, канализация, отопление, газоснабжение, вентиляция и кондиционирование воздуха))",,,,,,,,,,1459,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,,монтажные работы
,,Объем=1*2,,,,,,,,,,1460,Раздел 6. Адаптация мужского и женского сан.узлов,Водоснабжение,,монтажные работы
